MPNKEY,MANUFACTURER,MANUCODE,MPN,OOMPIDPARTIAL,OOMPID,LINK,DESCRIPTION,TAGS
MPN-C-4UCON-15468,4Ucon Online Connectors,C-4UCON,15468,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15468,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM2X33PIN DIP=12.2MM GOLD FLASH　,[]
MPN-C-4UCON-15469,4Ucon Online Connectors,C-4UCON,15469,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15469,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM2X34PIN DIP=12.2MM GOLD FLASH　,[]
MPN-C-4UCON-15470,4Ucon Online Connectors,C-4UCON,15470,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15470,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM2X35PIN DIP=12.2MM GOLD FLASH　,[]
MPN-C-4UCON-15471,4Ucon Online Connectors,C-4UCON,15471,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15471,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM2X36PIN DIP=12.2MM GOLD FLASH　,[]
MPN-C-4UCON-15472,4Ucon Online Connectors,C-4UCON,15472,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15472,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM2X37PIN DIP=12.2MM GOLD FLASH　,[]
MPN-C-4UCON-15473,4Ucon Online Connectors,C-4UCON,15473,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15473,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM2X38PIN DIP=12.2MM GOLD FLASH　,[]
MPN-C-4UCON-15474,4Ucon Online Connectors,C-4UCON,15474,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15474,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM2X39PIN DIP=12.2MM GOLD FLASH　,[]
MPN-C-4UCON-15475,4Ucon Online Connectors,C-4UCON,15475,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15475,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM2X40PIN DIP=12.2MM GOLD FLASH　,[]
MPN-C-4UCON-15162,4Ucon Online Connectors,C-4UCON,15162,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15162,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X03PIN DIP=2.3MM GOLD FLASH　,[]
MPN-C-4UCON-15163,4Ucon Online Connectors,C-4UCON,15163,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15163,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X04PIN DIP=2.3MM GOLD FLASH　,[]
MPN-C-4UCON-15164,4Ucon Online Connectors,C-4UCON,15164,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15164,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X05PIN DIP=2.3 GOLD FLASH　,[]
MPN-C-4UCON-16136,4Ucon Online Connectors,C-4UCON,16136,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16136,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X33PIN DIP=7.35 GOLD FLASH　,[]
MPN-C-4UCON-16133,4Ucon Online Connectors,C-4UCON,16133,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16133,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X31PIN DIP=7.35 GOLD FLASH　,[]
MPN-C-4UCON-16134,4Ucon Online Connectors,C-4UCON,16134,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16134,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X32PIN DIP=7.35 GOLD FLASH　,[]
MPN-C-4UCON-16140,4Ucon Online Connectors,C-4UCON,16140,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16140,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X34PIN DIP=7.35 GOLD FLASH　,[]
MPN-C-4UCON-16141,4Ucon Online Connectors,C-4UCON,16141,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16141,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X35PIN DIP=7.35 GOLD FLASH　,[]
MPN-C-4UCON-16142,4Ucon Online Connectors,C-4UCON,16142,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16142,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X36PIN DIP=7.35 GOLD FLASH　,[]
MPN-C-4UCON-16143,4Ucon Online Connectors,C-4UCON,16143,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16143,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X37PIN DIP=7.35 GOLD FLASH　,[]
MPN-C-4UCON-16144,4Ucon Online Connectors,C-4UCON,16144,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16144,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X38PIN DIP=7.35 GOLD FLASH　,[]
MPN-C-4UCON-16145,4Ucon Online Connectors,C-4UCON,16145,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16145,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X39PIN DIP=7.35 GOLD FLASH　,[]
MPN-C-4UCON-16146,4Ucon Online Connectors,C-4UCON,16146,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16146,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X40PIN DIP=7.35 GOLD FLASH　,[]
MPN-C-4UCON-16345,4Ucon Online Connectors,C-4UCON,16345,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16345,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X31PIN DIP=12.2MM GOLD FLASH TUBE　,[]
MPN-C-4UCON-16346,4Ucon Online Connectors,C-4UCON,16346,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16346,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X32PIN DIP=12.2MM GOLD FLASH TUBE　,[]
MPN-C-4UCON-16347,4Ucon Online Connectors,C-4UCON,16347,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16347,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X33PIN DIP=12.2MM GOLD FLASH TUBE　,[]
MPN-C-4UCON-16348,4Ucon Online Connectors,C-4UCON,16348,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16348,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X34PIN DIP=12.2MM GOLD FLASH TUBE　,[]
MPN-C-4UCON-16349,4Ucon Online Connectors,C-4UCON,16349,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16349,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X35PIN DIP=12.2MM GOLD FLASH TUBE　,[]
MPN-C-4UCON-16350,4Ucon Online Connectors,C-4UCON,16350,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16350,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X36PIN DIP=12.2MM GOLD FLASH TUBE　,[]
MPN-C-4UCON-16351,4Ucon Online Connectors,C-4UCON,16351,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16351,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X37PIN DIP=12.2MM GOLD FLASH TUBE　,[]
MPN-C-4UCON-16352,4Ucon Online Connectors,C-4UCON,16352,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16352,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X38PIN DIP=12.2MM GOLD FLASH TUBE　,[]
MPN-C-4UCON-16353,4Ucon Online Connectors,C-4UCON,16353,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16353,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X39PIN DIP=12.2MM GOLD FLASH TUBE　,[]
MPN-C-4UCON-16354,4Ucon Online Connectors,C-4UCON,16354,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16354,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X40PIN DIP=12.2MM GOLD FLASH TUBE　,[]
MPN-C-4UCON-13401,4Ucon Online Connectors,C-4UCON,13401,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=13401,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM2X02PIN DIP=2.3MM GOLD FLASH 　,[]
MPN-C-4UCON-12301,4Ucon Online Connectors,C-4UCON,12301,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=12301,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM1X08   H=11MM  DIP=2.3MM  GOLD FLASH WITHSTAND HIGH TEMPERATURE (1 TUBE=46PCS) 　,[]
MPN-C-4UCON-11264,4Ucon Online Connectors,C-4UCON,11264,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=11264,2.54 FEMALE HEADER PLUS ONE BASE DIP 180° HEIGHT=11.0MM2X19PIN  H=11.0MM  DIP=2.3 GOLD FLASH  WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-11265,4Ucon Online Connectors,C-4UCON,11265,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=11265,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X19PIN  H=13.5MM  DIP=9.8MM  GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-11222,4Ucon Online Connectors,C-4UCON,11222,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=11222,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X18PIN  H=13.5MM DIP=9.8MM GOLD FLASH  WITH CAP  TUBE  WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-08370,4Ucon Online Connectors,C-4UCON,08370,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08370,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X03PIN  H=13.5MM  DIP=4.5 GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-08400,4Ucon Online Connectors,C-4UCON,08400,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08400,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X05PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08401,4Ucon Online Connectors,C-4UCON,08401,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08401,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X06PIN  H=13.5MM  DIP=9.8MM  GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-08402,4Ucon Online Connectors,C-4UCON,08402,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08402,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X07PIN DIP=9.65MM  GOLD FLASH TUBE　,[]
MPN-C-4UCON-08403,4Ucon Online Connectors,C-4UCON,08403,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08403,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X08PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08404,4Ucon Online Connectors,C-4UCON,08404,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08404,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X09PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08405,4Ucon Online Connectors,C-4UCON,08405,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08405,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X10PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08406,4Ucon Online Connectors,C-4UCON,08406,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08406,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X11PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08407,4Ucon Online Connectors,C-4UCON,08407,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08407,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X13PIN DIP=9.65MM  GOLD FLASH TUBE　,[]
MPN-C-4UCON-08408,4Ucon Online Connectors,C-4UCON,08408,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08408,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X14PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08409,4Ucon Online Connectors,C-4UCON,08409,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08409,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X15PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08410,4Ucon Online Connectors,C-4UCON,08410,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08410,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X16PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08411,4Ucon Online Connectors,C-4UCON,08411,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08411,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X17PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08412,4Ucon Online Connectors,C-4UCON,08412,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08412,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X18PIN  H=13.5MM  DIP=9.8MM  GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-08415,4Ucon Online Connectors,C-4UCON,08415,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08415,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X21PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08416,4Ucon Online Connectors,C-4UCON,08416,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08416,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X22PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08418,4Ucon Online Connectors,C-4UCON,08418,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08418,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X23PIN  H=13.5MM  DIP=9.8MM  GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-08419,4Ucon Online Connectors,C-4UCON,08419,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08419,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X24PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08420,4Ucon Online Connectors,C-4UCON,08420,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08420,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X25PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08421,4Ucon Online Connectors,C-4UCON,08421,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08421,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X26PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08422,4Ucon Online Connectors,C-4UCON,08422,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08422,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X27PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08423,4Ucon Online Connectors,C-4UCON,08423,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08423,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X28PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08424,4Ucon Online Connectors,C-4UCON,08424,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08424,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X29PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08425,4Ucon Online Connectors,C-4UCON,08425,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08425,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X30PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08426,4Ucon Online Connectors,C-4UCON,08426,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08426,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X31PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08429,4Ucon Online Connectors,C-4UCON,08429,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08429,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X32PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08491,4Ucon Online Connectors,C-4UCON,08491,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08491,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X20PIN  H=13.5MM  DIP=4.5 GOLD FLASH WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-08434,4Ucon Online Connectors,C-4UCON,08434,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08434,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X33PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08435,4Ucon Online Connectors,C-4UCON,08435,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08435,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X34PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-08473,4Ucon Online Connectors,C-4UCON,08473,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08473,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X06PIN  H=13.5MM  DIP=4.5 GOLD FLASH WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-11297,4Ucon Online Connectors,C-4UCON,11297,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=11297,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X20PIN  H=13.5MM  DIP=9.8MM  GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15900,4Ucon Online Connectors,C-4UCON,15900,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15900,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM2X12PIN DIP=9.65 GOLD FLASH TUBE　,[]
MPN-C-4UCON-15251,4Ucon Online Connectors,C-4UCON,15251,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15251,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X03PIN H=13.5MM  DIP=4.5MM GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-15279,4Ucon Online Connectors,C-4UCON,15279,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15279,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X03PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15280,4Ucon Online Connectors,C-4UCON,15280,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15280,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X04PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15281,4Ucon Online Connectors,C-4UCON,15281,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15281,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X05PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15282,4Ucon Online Connectors,C-4UCON,15282,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15282,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X06PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15283,4Ucon Online Connectors,C-4UCON,15283,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15283,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X07PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15284,4Ucon Online Connectors,C-4UCON,15284,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15284,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X08PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15285,4Ucon Online Connectors,C-4UCON,15285,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15285,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X09PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15286,4Ucon Online Connectors,C-4UCON,15286,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15286,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X10PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15287,4Ucon Online Connectors,C-4UCON,15287,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15287,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X11PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15288,4Ucon Online Connectors,C-4UCON,15288,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15288,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X12PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15289,4Ucon Online Connectors,C-4UCON,15289,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15289,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X13PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15290,4Ucon Online Connectors,C-4UCON,15290,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15290,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X15PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15291,4Ucon Online Connectors,C-4UCON,15291,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15291,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X16PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15292,4Ucon Online Connectors,C-4UCON,15292,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15292,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X17PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15293,4Ucon Online Connectors,C-4UCON,15293,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15293,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X18PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15294,4Ucon Online Connectors,C-4UCON,15294,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15294,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X19PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15295,4Ucon Online Connectors,C-4UCON,15295,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15295,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X20PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15296,4Ucon Online Connectors,C-4UCON,15296,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15296,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X21PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15297,4Ucon Online Connectors,C-4UCON,15297,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15297,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X22PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
MPN-C-4UCON-15298,4Ucon Online Connectors,C-4UCON,15298,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15298,2.54 FEMALE HEADER PLUS TWO BASE DIP 180° HEIGHT=13.59MM/13.5MM1X23PIN H=13.5MM  DIP=9.8MM GOLD FLASH  WITHSTAND HIGH TEMPERATURE  TUBE　,[]
